book_title,image_path
gothgirl,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gothgirl.jpg
grab-that-rabbit,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grab-that-rabbit.jpg
grace-and-family,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grace-and-family.jpg
grace-hopper,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grace-hopper.jpg
gracie-fairshaw-and-the-mysterious-guest,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gracie-fairshaw-and-the-mysterious-guest.jpg
grandad-mandela,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandad-mandela.jpg
grandad-s-secret-giant,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandad-s-secret-giant.jpg
grandads-camper,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandads-camper.jpg
grandads-island,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandads-island.jpg
grandma-dangerous-and-the-egg-of-glory,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandma-dangerous-and-the-egg-of-glory.jpg
grandma-jessica-shepherd,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandma-jessica-shepherd.jpg
grandma-s-bill,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandma-s-bill.jpg
grandmas-from-mars,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandmas-from-mars.jpg
grandpa-bert-and-the-ghost-snatchers,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandpa-bert-and-the-ghost-snatchers.jpg
grandville-mon-amour,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandville-mon-amour.jpg
grandville,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grandville.jpg
granny-ting-ting,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\granny-ting-ting.jpg
granpa,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\granpa.jpg
grasshopper-jungles,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grasshopper-jungles.jpg
grave-matter,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grave-matter.jpg
great-cheese-robbery,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\great-cheese-robbery.jpg
great-jones-street,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\great-jones-street.jpg
great-lives-in-graphics-cleopatra,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\great-lives-in-graphics-cleopatra.jpg
greek-myths,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\greek-myths.jpg
green-eggs-and-ham,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\green-eggs-and-ham.jpg
green-glass-beads,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\green-glass-beads.jpg
green-lizards,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\green-lizards.jpg
greta-zargo-and-the-death-robots-from-outer-space,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\greta-zargo-and-the-death-robots-from-outer-space.jpg
grill-pan-eddy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grill-pan-eddy.jpg
grinch,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grinch.jpg
grindle-witch,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grindle-witch.jpg
grobblechops,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grobblechops.jpg
grown-ups-never-do-that,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grown-ups-never-do-that.jpg
grrrrr-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grrrrr-.jpg
gruffchild,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gruffchild.jpg
grumpy-frog2,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grumpy-frog2.jpg
grumpycorn,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grumpycorn.jpg
grunts,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\grunts.jpg
guard-dog,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\guard-dog.jpg
guardians-of-the-wild-unicorns,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\guardians-of-the-wild-unicorns.jpg
guess-how-much-i-love-you-cover,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\guess-how-much-i-love-you-cover.jpg
guide-to-bear-spotting,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\guide-to-bear-spotting.jpg
guitar-girl,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\guitar-girl.jpg
gulliver,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gulliver.jpg
gullstruckisland,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gullstruckisland.jpg
gus-and-me,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gus-and-me.jpg
gut-garden,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gut-garden.jpg
gwiwerod-gwirion-bost-the-squirrels-who-squabbled,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gwiwerod-gwirion-bost-the-squirrels-who-squabbled.jpg
gwynfor-y-wlithen-a-achubodd-y-nadolig,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gwynfor-y-wlithen-a-achubodd-y-nadolig.jpg
gydan-gilydd,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gydan-gilydd.jpg
gydd-ar-y-fferm-goose-on-the-farm,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gydd-ar-y-fferm-goose-on-the-farm.jpg
gym-teacher-is-alien-overlord,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gym-teacher-is-alien-overlord.jpg
gypsy-girl2,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\gypsy-girl2.jpg
hacker-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hacker-.jpg
hackney-martian,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hackney-martian.jpg
hair-in-funny-places,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hair-in-funny-places.jpg
hair-its-a-family-affair,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hair-its-a-family-affair.jpg
hairy-hezekiah,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hairy-hezekiah.jpg
hairy-maclary-s-bone,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hairy-maclary-s-bone.jpg
hairy-maclary,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hairy-maclary.jpg
half-a-creature-from-the-seas,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\half-a-creature-from-the-seas.jpg
half-a-kings,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\half-a-kings.jpg
half-brother,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\half-brother.jpg
half-of-a-yellow,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\half-of-a-yellow.jpg
halibutjackson,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\halibutjackson.jpg
halo,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\halo.jpg
hamish-and-the-neverpeople,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hamish-and-the-neverpeople.jpg
hamish-world-stoppers,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hamish-world-stoppers.jpg
hamish,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hamish.jpg
handa-s-surprise,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\handa-s-surprise.jpg
handas-noisy-night,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\handas-noisy-night.jpg
handstand,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\handstand.jpg
hang-in-there-bozo2,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hang-in-there-bozo2.jpg
hansel--gretel,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hansel--gretel.jpg
hansel-and-gretel-cover,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hansel-and-gretel-cover.jpg
hansel-and-gretel,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hansel-and-gretel.jpg
hansel-gretel,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hansel-gretel.jpg
happy-girl-lucky,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\happy-girl-lucky.jpg
happy-halloween,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\happy-halloween.jpg
happy-hector,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\happy-hector.jpg
happy-in-our-skin,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\happy-in-our-skin.jpg
happy-to-be-me,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\happy-to-be-me.jpg
hapus-happy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hapus-happy.jpg
harold-s-hungry-eyes,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harold-s-hungry-eyes.jpg
harold-snipperpots-best-disaster-ever,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harold-snipperpots-best-disaster-ever.jpg
harper-and-the-circus-of-dreams,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harper-and-the-circus-of-dreams.jpg
harper-and-the-fire-star,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harper-and-the-fire-star.jpg
harper-and-the-night-forest,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harper-and-the-night-forest.jpg
harriet-versus-the-galaxy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harriet-versus-the-galaxy.jpg
harris-finds-his-feet,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harris-finds-his-feet.jpg
harry-and-the-bucketful,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harry-and-the-bucketful.jpg
harry-and-the-dinosaurs-first-sleepover,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harry-and-the-dinosaurs-first-sleepover.jpg
harry-and-the-dinosours-go-to-school,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harry-and-the-dinosours-go-to-school.jpg
harry-and-the-monster,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harry-and-the-monster.jpg
harry-potter-and-the-prisoner-of-azkaban,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harry-potter-and-the-prisoner-of-azkaban.jpg
harry-stevenson,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harry-stevenson.jpg
harry-the-dirty-dog,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harry-the-dirty-dog.jpg
harryanddinosaurshappybday,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harryanddinosaurshappybday.jpg
harvey-slumfenburgers-christmas-present,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\harvey-slumfenburgers-christmas-present.jpg
has-anyone-seen-jessica-jenkins,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\has-anyone-seen-jessica-jenkins.jpg
hate,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hate.jpg
hats-of-faith,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hats-of-faith.jpg
haunt-dead-scared,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\haunt-dead-scared.jpg
haunt-me,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\haunt-me.jpg
haunted-house,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\haunted-house.jpg
have-you-seen-elephant,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\have-you-seen-elephant.jpg
having-fun,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\having-fun.jpg
head-over-heart,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\head-over-heart.jpg
head-shoulders-knees-and-toes,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\head-shoulders-knees-and-toes.jpg
heart-and-other-black-holes,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heart-and-other-black-holes.jpg
heart-and-the-bottle,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heart-and-the-bottle.jpg
heart-of-darkness-and-other-tales,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heart-of-darkness-and-other-tales.jpg
heartbeat,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heartbeat.jpg
heartbreak-cafe,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heartbreak-cafe.jpg
heaveneyes,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heaveneyes.jpg
hector-and-hummingbird,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hector-and-hummingbird.jpg
hedgehog-holidays,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hedgehog-holidays.jpg
hedy-lamarrs-double-life,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hedy-lamarrs-double-life.jpg
held-in-love,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\held-in-love.jpg
hell-and-high-water,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hell-and-high-water.jpg
hello-friend,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-friend.jpg
hello-hello,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-hello.jpg
hello-hot-dog,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-hot-dog.jpg
hello-lighthouse,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-lighthouse.jpg
hello-little-egg,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-little-egg.jpg
hello-mr-dodo,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-mr-dodo.jpg
hello-orange-tiger,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-orange-tiger.jpg
hello-tilly,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-tilly.jpg
hello-universe,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-universe.jpg
hello-world,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hello-world.jpg
help-me,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\help-me.jpg
henry-tumour,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\henry-tumour.jpg
her-idea,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\her-idea.jpg
hercufleas,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hercufleas.jpg
here-be-monsters,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-be-monsters.jpg
here-comes-lolo,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-comes-lolo.jpg
here-i-am,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-i-am.jpg
here-i-stand,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-i-stand.jpg
here-in-the-real-world,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-in-the-real-world.jpg
here-lies-arthur2,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-lies-arthur2.jpg
here-we-are-oliver-jeffers,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-we-are-oliver-jeffers.jpg
here-we-go-round-the-mulberry-bush,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\here-we-go-round-the-mulberry-bush.jpg
herecomesfrankie-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\herecomesfrankie-.jpg
heriot,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heriot.jpg
hermelin,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hermelin.jpg
hero-at-the-fall,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hero-at-the-fall.jpg
hero-sarah-lean,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hero-sarah-lean.jpg
heroes-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heroes-.jpg
heroes-incredible-true-stories-of-courageous-animals,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heroes-incredible-true-stories-of-courageous-animals.jpg
heroes-of-olympus-the-lost-hero,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heroes-of-olympus-the-lost-hero.jpg
heroes,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heroes.jpg
heroic,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\heroic.jpg
herstory,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\herstory.jpg
hetty-feather,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hetty-feather.jpg
hexed,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hexed.jpg
hgttg,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hgttg.jpg
hh-football-fiend,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hh-football-fiend.jpg
hic,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hic.jpg
hiccups,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hiccups.jpg
hicotea-a-nightlights-story,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hicotea-a-nightlights-story.jpg
hidden-planet,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hidden-planet.jpg
hidden-princess,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hidden-princess.jpg
hidden-true-stories-of-children-who-survived-world-war-ii,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hidden-true-stories-of-children-who-survived-world-war-ii.jpg
hidden-world-ocean,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hidden-world-ocean.jpg
hidden,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\hidden.jpg
higglety-pigglety-pop-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\higglety-pigglety-pop-.jpg
higgly-hen,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\higgly-hen.jpg
